order_id,order_date,region,sales_rep,customer_segment,product_category,product_name,unit_price,units_sold,discount_pct,revenue,cogs,daily_target
ORD-105996,2025-07-16,West,Chen Wei,Consumer,Sports,Water Bottle,85.18,3,0.05,242.76,202.18,1333.33
ORD-110657,2025-08-17,West,Chen Wei,Consumer,Sports,  Jump Rope  ,39.75,2,0.15,67.58,58.34,1266.67
ORD-108579,2025-01-18,Northeast,Priya Sharma,Consumer,Office Supplies,Planner,78.8,3,0.05,224.58,108.72,1133.33
ORD-109542,2025-05-21,West,Ryan Mitchell,Small Business,Apparel,Baseball Cap,88.48,9,0.05,756.5,467.92,1333.33
ORD-102569,2025-12-09,Northeast,Marcus Thompson,Consumer,Sports,Dumbbells,54.16,1,0.1,48.74,40.11,1933.33
ORD-108653,2025-08-13,Southwest,Emily Nakamura,Corporate,Electronics,Portable Charger,964.32,1,0.0,964.32,824.87,1266.67
ORD-104277,2025-05-22,West,Chen Wei,Consumer,Home & Garden,Air Purifier,46.54,4,0.0,186.16,133.73,1333.33
ORD-103666,2025-11-25,Midwest,Aisha Patel,Corporate,Apparel,Running Shoes,88.32,1,0.05,83.9,37.5,1733.33
ORD-105865,2025-06-12,Southeast,James O'Brien,Consumer,Electronics,Tablet,511.89,4,0.0,2047.56,1780.39,1400.0
ORD-102446,2025-04-16,West,Chen Wei,Consumer,Office Supplies,Planner,12.84,5,0.05,60.99,30.7,1266.67
ORD-105843,2025-01-16,Northeast,Priya Sharma,Small Business,Office Supplies,Planner,118.08,5,0.0,590.4,278.88,1133.33
ORD-103657,2025-07-19,West,Chen Wei,Consumer,Sports,Dumbbells,149.97,3,0.0,449.91,279.05,1333.33
ORD-109750,2025-05-07,Midwest,,Small Business,Home & Garden,Air Purifier,143.89,3,0.0,431.67,260.03,1333.33
ORD-103172,2025-03-08,Southwest,Carlos Mendez,Consumer,Electronics,Wireless Headphones,273.31,2,0.05,519.29,449.62,1200.0
ORD-101223,2025-12-26,Midwest,Aisha Patel,Consumer,Electronics,Tablet,440.23,5,0.05,2091.09,1852.19,1933.33
ORD-105620,2025-02-25,Southwest,Kwame Asante,Corporate,Electronics,Tablet,590.8,14,0.15,7030.52,6354.74,1066.67
ORD-110285,2025-02-26,West,Ryan Mitchell,Consumer,Apparel,Sunglasses,182.98,1,0.0,182.98,101.79,1066.67
ORD-100544,2025-09-22,Southwest,Emily Nakamura,Consumer,Sports,  Yoga Mat  ,44.85,1,0.15,38.12,27.62,1400.0
ORD-101204,2025-07-16,Southwest,Kwame Asante,Small Business,Electronics,Bluetooth Speaker,378.59,10,0.05,3596.6,3167.93,1333.33
ORD-108012,2025-09-27,West,Chen Wei,Consumer,Apparel,Baseball Cap,124.75,2,0.1,224.55,119.56,1400.0
ORD-110303,2025-12-09,Southwest,Emily Nakamura,Consumer,Home & Garden,Air Purifier,438.5,3,0.0,1315.5,957.92,1933.33
ORD-110990,2025-09-24,Southwest,Carlos Mendez,Consumer,Office Supplies,Whiteboard,77.34,2,0.15,131.48,101.39,1400.0
ORD-102637,2025-10-03,Midwest,Aisha Patel,Consumer,Apparel,Baseball Cap,31.75,4,0.0,127.0,78.22,1466.67
ORD-111693,2025-12-24,Northeast,Marcus Thompson,Consumer,Apparel,Joggers,175.96,2,0.1,316.73,167.63,1933.33
ORD-105354,2025-08-16,Northeast,Priya Sharma,Corporate,Home & Garden,Tool Kit,302.88,2,0.05,,362.83,1266.67
ORD-111415,2025-05-06,Northeast,Priya Sharma,Consumer,Home & Garden,Throw Blanket,437.42,1,0.1,393.68,256.19,1333.33
ORD-109813,2025-10-15,Northeast,Marcus Thompson,Small Business,Apparel,Sunglasses,144.49,9,0.1,1170.37,548.21,1466.67
ORD-110528,2025-12-21,Southeast,Sofia Rodriguez,Corporate,Apparel,Joggers,46.68,18,0.05,798.23,346.8,1933.33
ORD-100877,2025-09-03,West,Chen Wei,Consumer,Office Supplies,Notebook Set,90.16,3,0.0,270.48,121.77,1400.0
ORD-109801,2025-03-08,Northeast,Priya Sharma,Corporate,Home & Garden,Throw Blanket,241.37,7,0.1,1520.63,1175.55,1200.0
ORD-100196,2025-10-01,West,Chen Wei,Consumer,Home & Garden,Tool Kit,325.9,5,0.0,1629.5,1039.45,1466.67
ORD-111769,2025-01-02,Southeast,Sofia Rodriguez,Small Business,Sports,Jump Rope,123.59,9,0.05,1056.69,681.77,1133.33
ORD-103383,2025-04-22,Northeast,Priya Sharma,Consumer,Electronics,Bluetooth Speaker,858.87,5,0.0,4294.35,3792.71,1266.67
ORD-104379,2025-07-28,Northeast,Marcus Thompson,Consumer,Apparel,Sunglasses,44.88,4,0.0,179.52,87.15,1333.33
ORD-110693,2025-03-02,Southwest,Carlos Mendez,Consumer,Office Supplies,Notebook Set,95.45,5,0.05,453.39,286.66,1200.0
ORD-109663,2025-01-19,Midwest,Aisha Patel,Corporate,Apparel,  Polo Shirt  ,194.36,2,0.1,349.85,194.76,1133.33
ORD-102997,2025-05-17,Southwest,Carlos Mendez,Consumer,Home & Garden,Plant Pot Set,240.68,3,0.0,722.04,466.25,1333.33
ORD-107347,2025-07-08,Midwest,David Kim,Small Business,Home & Garden,Candle Set,222.77,6,0.1,1202.96,837.61,1333.33
ORD-102571,2025-12-25,Midwest,Aisha Patel,Consumer,Home & Garden,Candle Set,346.28,4,0.0,1385.12,819.72,1933.33
ORD-105739,2025-07-12,Southeast,James O'Brien,Small Business,Office Supplies,Pen Set,106.24,10,0.05,1009.28,623.32,1333.33
ORD-110417,2025-02-22,West,Chen Wei,Consumer,Home & Garden,Air Purifier,308.97,3,0.05,880.56,535.37,1066.67
ORD-111315,2025-11-04,Southeast,James O'Brien,Corporate,Sports,Jump Rope,224.39,4,0.2,718.05,696.83,1733.33
ORD-111566,2025-01-17,Northeast,Priya Sharma,Small Business,Home & Garden,Throw Blanket,324.04,7,0.1,2041.45,1651.72,1133.33
ORD-104969,2025-06-24,Northeast,Marcus Thompson,Consumer,Office Supplies,Desk Organizer,144.72,3,0.0,434.16,302.49,1400.0
ORD-104711,2025-07-01,Midwest,David Kim,Small Business,Sports,Foam Roller,216.49,1,0.05,205.67,138.69,1333.33
ORD-104163,2025-06-13,Southwest,Kwame Asante,Corporate,Sports,Water Bottle,81.62,15,0.1,1101.87,779.34,1400.0
ORD-105045,2025-08-03,Midwest,David Kim,Corporate,Apparel,Sunglasses,144.73,4,0.15,492.08,253.64,1266.67
ORD-107008,2025-04-11,Southeast,Sofia Rodriguez,Consumer,Apparel,Sunglasses,68.86,3,0.0,206.58,116.14,1266.67
ORD-109081,2025-07-23,Southwest,Carlos Mendez,Consumer,Electronics,Webcam,940.44,5,0.0,4702.2,4067.19,1333.33
ORD-102682,2025-01-08,West,Chen Wei,Corporate,Electronics,Wireless Headphones,314.51,4,0.1,1132.24,1124.46,1133.33
ORD-105945,2025-05-14,Northeast,Priya Sharma,Small Business,Home & Garden,Throw Blanket,329.41,4,0.0,1317.64,739.22,1333.33
ORD-102508,2025-11-01,West,Ryan Mitchell,Corporate,Electronics,Portable Charger,938.38,7,0.15,5583.36,5618.73,1733.33
ORD-105261,2025-11-14,Northeast,Priya Sharma,Consumer,Apparel,Baseball Cap,179.78,4,0.1,647.21,383.67,1733.33
ORD-101510,2025-11-04,Northeast,Priya Sharma,Corporate,Home & Garden,LED Desk Lamp,198.96,1,0.15,169.12,126.16,1733.33
ORD-104314,2025-12-12,Southwest,Emily Nakamura,Consumer,Apparel,Polo Shirt,164.94,5,0.0,824.7,441.82,1933.33
ORD-107063,2025-11-25,Midwest,David Kim,Corporate,Office Supplies,Ergonomic Mouse,43.59,20,0.1,784.62,562.82,1733.33
ORD-101244,2025-10-15,Midwest,David Kim,Corporate,Apparel,Sunglasses,96.22,8,0.2,615.81,359.35,1466.67
ORD-105684,2025-03-16,West,Chen Wei,Corporate,Apparel,Joggers,52.45,2,0.15,89.16,62.03,1200.0
ORD-106213,2025-05-22,Northeast,Priya Sharma,Consumer,Office Supplies,Planner,74.57,4,0.0,298.28,167.05,1333.33
ORD-110643,2025-12-03,Northeast,Priya Sharma,Small Business,Home & Garden,Air Purifier,481.22,10,0.0,4812.2,3535.19,1933.33
ORD-104121,2025-07-12,Midwest,David Kim,Consumer,Electronics,Smart Watch,250.03,4,0.0,1000.12,823.37,1333.33
ORD-104995,2025-12-09,Midwest,Aisha Patel,Small Business,Sports,Jump Rope,135.5,5,0.0,677.5,430.92,1933.33
ORD-108763,2025-12-27,West,Chen Wei,Small Business,Apparel,Polo Shirt,145.35,7,0.0,1017.45,625.0,1933.33
ORD-105484,2025-10-10,Northeast,Marcus Thompson,Corporate,Apparel,Joggers,90.44,16,0.05,1374.69,780.02,1466.67
ORD-106618,2025-07-13,Northeast,Marcus Thompson,Consumer,Home & Garden,Plant Pot Set,171.95,4,0.1,619.02,403.21,1333.33
ORD-108327,2025-12-23,West,Ryan Mitchell,Consumer,Electronics,Tablet,382.03,3,0.0,1146.09,963.99,1933.33
ORD-100254,2025-03-07,Southeast,James O'Brien,Corporate,Sports,Resistance Bands,317.38,4,0.15,1079.09,852.04,1200.0
ORD-105718,2025-02-09,West,Ryan Mitchell,Consumer,Electronics,Bluetooth Speaker,916.11,1,0.05,870.3,785.46,1066.67
ORD-104511,2025-07-04,West,Ryan Mitchell,Consumer,Office Supplies,Ergonomic Mouse,22.08,2,0.05,41.95,20.12,1333.33
ORD-110197,2025-10-28,Southeast,Sofia Rodriguez,Consumer,Apparel,Winter Jacket,171.21,2,0.05,325.3,165.18,1466.67
ORD-109973,2025-01-01,Northeast,Marcus Thompson,Consumer,Apparel,Baseball Cap,160.68,1,0.15,136.58,91.05,1133.33
ORD-100759,2025-11-28,West,Ryan Mitchell,Consumer,Sports,Dumbbells,267.59,2,0.05,508.42,387.27,1733.33
ORD-100654,2025-06-22,West,Chen Wei,Corporate,Apparel,Sunglasses,191.4,3,0.1,516.78,342.86,1400.0
ORD-107386,2025-02-26,Southeast,Sofia Rodriguez,Corporate,Apparel,Running Shoes,60.08,8,0.1,432.58,248.32,1066.67
ORD-103401,2025-02-18,Midwest,David Kim,Small Business,Apparel,Polo Shirt,118.78,8,0.0,950.24,452.92,1066.67
ORD-101420,2025-05-18,Southeast,James O'Brien,Small Business,Office Supplies,Desk Organizer,114.49,9,0.05,978.89,718.52,1333.33
ORD-103044,2025-10-02,Northeast,Priya Sharma,Corporate,Sports,Jump Rope,297.73,4,0.0,1190.92,950.07,1466.67
ORD-102830,2025-07-28,Northeast,Marcus Thompson,Corporate,Sports,Yoga Mat,241.41,13,0.15,2667.58,2487.55,1333.33
ORD-108163,2025-07-26,West,Ryan Mitchell,Small Business,Electronics,Portable Charger,901.79,1,0.0,901.79,685.47,1333.33
ORD-100328,2025-06-26,West,Chen Wei,Consumer,Electronics,Webcam,352.9,4,0.15,1199.86,1135.87,1400.0
ORD-100253,2025-05-14,Southeast,Sofia Rodriguez,Corporate,Apparel,Baseball Cap,119.6,7,0.1,753.48,502.83,1333.33
ORD-107443,2025-09-22,West,Chen Wei,Corporate,Office Supplies,Desk Organizer,18.75,9,0.15,143.44,115.3,1400.0
ORD-109589,2025-11-20,Southeast,James O'Brien,Consumer,Electronics,Tablet,232.84,5,0.05,1105.99,982.72,1733.33
ORD-104377,2025-11-19,Northeast,Marcus Thompson,Small Business,Sports,Water Bottle,237.17,8,0.0,1897.36,1375.13,1733.33
ORD-103019,2025-11-27,West,Chen Wei,Consumer,Apparel,Polo Shirt,67.78,4,0.0,271.12,164.91,1733.33
ORD-103029,2025-09-24,Southeast,James O'Brien,Consumer,Electronics,Smart Watch,597.01,2,0.0,1194.02,1069.97,1400.0
ORD-102636,2025-12-02,Northeast,Priya Sharma,Corporate,Sports,Foam Roller,320.75,8,0.0,2566.0,1730.61,1933.33
ORD-107202,2025-07-07,Northeast,Priya Sharma,Small Business,Electronics,Webcam,452.63,3,0.1,1222.1,1155.22,1333.33
ORD-106577,2025-04-25,Northeast,Marcus Thompson,Corporate,Sports,Jump Rope,135.02,1,0.05,128.27,90.62,1266.67
ORD-103018,2025-01-16,Southwest,Carlos Mendez,Consumer,Apparel,Polo Shirt,146.73,1,0.0,146.73,69.19,1133.33
ORD-102945,2025-02-12,Northeast,Priya Sharma,Consumer,Sports,Foam Roller,84.33,1,0.15,71.68,57.66,1066.67
ORD-103659,2025-12-08,Northeast,Priya Sharma,Corporate,Home & Garden,Air Purifier,267.54,17,0.1,4093.36,3209.36,1933.33
ORD-108558,2025-10-24,West,Chen Wei,Small Business,Home & Garden,Throw Blanket,205.62,1,0.1,185.06,151.8,1466.67
ORD-107142,2025-10-05,Northeast,Priya Sharma,Consumer,Sports,Yoga Mat,190.58,3,0.0,571.74,378.04,1466.67
ORD-109414,2025-07-02,West,Chen Wei,Corporate,Home & Garden,Tool Kit,446.52,4,0.05,1696.78,1013.2,1333.33
ORD-102663,2025-09-19,Southeast,James O'Brien,Corporate,Apparel,Baseball Cap,102.21,5,0.05,485.5,213.92,1400.0
ORD-111993,2025-01-15,West,Ryan Mitchell,Small Business,Electronics,Tablet,516.87,1,0.0,516.87,387.68,1133.33
ORD-101362,2025-09-14,Southwest,Emily Nakamura,Small Business,Sports,Resistance Bands,245.52,4,0.0,982.08,680.17,1400.0
ORD-105553,2025-09-28,Northeast,Priya Sharma,Small Business,Apparel,Running Shoes,110.44,4,0.05,419.67,277.85,1400.0
ORD-103481,2025-08-08,West,Ryan Mitchell,Small Business,Office Supplies,Ergonomic Mouse,77.72,10,0.0,777.2,411.34,1266.67
ORD-111631,2025-12-12,West,Ryan Mitchell,Consumer,Office Supplies,Planner,89.09,2,0.0,178.18,114.64,1933.33
ORD-108862,2025-11-11,Northeast,Priya Sharma,Consumer,Office Supplies,Whiteboard,63.89,4,0.0,255.56,124.18,1733.33
ORD-110232,2025-11-22,Southeast,James O'Brien,Consumer,Electronics,Tablet,870.46,5,0.15,3699.46,3638.4,1733.33
ORD-105337,2025-08-01,Northeast,Marcus Thompson,Small Business,Apparel,Baseball Cap,93.44,2,0.1,168.19,87.63,1266.67
ORD-106887,2025-05-21,Northeast,Marcus Thompson,Consumer,Electronics,Webcam,662.73,3,0.15,1689.96,1549.96,1333.33
ORD-108180,2025-01-24,West,Ryan Mitchell,Consumer,Sports,Yoga Mat,149.44,2,0.0,298.88,203.82,1133.33
ORD-102880,2025-05-05,Southwest,Emily Nakamura,Small Business,Electronics,Tablet,903.39,3,0.1,2439.15,2173.16,1333.33
ORD-103381,2025-06-18,,Chen Wei,Corporate,Office Supplies,Pen Set,8.16,18,0.05,139.54,79.72,1400.0
ORD-101302,2025-01-06,Southeast,James O'Brien,Consumer,Office Supplies,Notebook Set,112.22,5,0.0,561.1,388.75,1133.33
ORD-106123,2025-12-08,Northeast,Marcus Thompson,Consumer,Apparel,Running Shoes,180.19,3,0.0,540.57,266.32,1933.33
ORD-104957,2025-09-17,West,Chen Wei,Corporate,Electronics,Webcam,499.81,3,0.15,1274.52,1292.38,1400.0
ORD-104836,2025-06-07,Northeast,Priya Sharma,Consumer,Sports,Yoga Mat,212.32,5,0.05,1008.52,804.65,1400.0
ORD-109642,2025-05-20,Southeast,Sofia Rodriguez,Corporate,Office Supplies,Notebook Set,98.05,8,0.15,666.74,380.96,1333.33
ORD-109345,2025-12-18,Northeast,Priya Sharma,Consumer,Apparel,Joggers,173.01,4,0.05,657.44,359.8,1933.33
ORD-105253,2025-02-26,Midwest,Aisha Patel,Corporate,Office Supplies,Pen Set,99.57,7,0.05,662.14,323.87,1066.67
ORD-107333,2025-07-22,Southeast,James O'Brien,Small Business,Sports,Foam Roller,159.77,2,0.1,287.59,224.43,1333.33
ORD-100942,2025-09-10,Southeast,Sofia Rodriguez,Small Business,Home & Garden,Tool Kit,166.51,8,0.0,1332.08,810.56,1400.0
ORD-103235,2025-04-16,Northeast,Priya Sharma,Consumer,Home & Garden,Plant Pot Set,68.72,2,0.0,137.44,84.71,1266.67
ORD-103257,2025-04-19,Southeast,James O'Brien,Consumer,Electronics,Bluetooth Speaker,518.05,4,0.0,2072.2,1711.71,1266.67
ORD-108278,2025-06-15,Midwest,,Corporate,Home & Garden,Plant Pot Set,425.01,8,0.05,3230.08,2541.6,1400.0
ORD-108950,2025-04-06,Southeast,James O'Brien,Corporate,Home & Garden,Air Purifier,33.7,19,0.0,640.3,452.9,1266.67
ORD-100176,2025-10-17,West,Ryan Mitchell,Corporate,Office Supplies,Pen Set,13.2,3,0.05,37.62,24.92,1466.67
ORD-100435,2025-10-09,Midwest,Aisha Patel,Corporate,Home & Garden,Plant Pot Set,81.47,3,0.05,232.19,171.64,1466.67
ORD-108256,2025-04-22,Southeast,James O'Brien,Consumer,Sports,Dumbbells,54.04,2,0.0,108.08,77.83,1266.67
ORD-100308,2025-11-07,West,Ryan Mitchell,Corporate,Apparel,Joggers,98.18,10,0.1,883.62,512.32,1733.33
ORD-101565,2025-06-23,Southwest,Emily Nakamura,Consumer,Office Supplies,Desk Organizer,46.43,5,0.0,232.15,118.45,1400.0
ORD-103964,2025-01-05,West,Ryan Mitchell,Consumer,Home & Garden,Candle Set,452.38,3,0.0,1357.14,932.15,1133.33
ORD-102135,2025-12-07,Southwest,Emily Nakamura,Corporate,Sports,Dumbbells,25.03,4,0.2,80.1,63.9,1933.33
ORD-106916,2025-06-26,,James O'Brien,Consumer,Electronics,Webcam,717.93,4,0.15,2440.96,2404.6,1400.0
ORD-110599,2025-07-09,West,Ryan Mitchell,Corporate,Sports,Dumbbells,31.69,15,0.2,380.28,338.41,1333.33
ORD-104977,2025-04-05,West,Ryan Mitchell,Consumer,Home & Garden,LED Desk Lamp,80.37,1,0.05,76.35,49.89,1266.67
ORD-106203,2025-09-08,Southeast,Sofia Rodriguez,Corporate,Home & Garden,Tool Kit,190.62,15,0.0,2859.3,2054.35,1400.0
ORD-109886,2025-12-19,Northeast,Marcus Thompson,Consumer,Sports,Resistance Bands,334.35,4,0.05,1270.53,841.07,1933.33
ORD-100595,2025-07-22,Midwest,David Kim,Consumer,Electronics,Bluetooth Speaker,366.77,1,0.0,366.77,304.43,1333.33
ORD-105363,2025-10-09,Southwest,Kwame Asante,Corporate,Sports,Resistance Bands,236.17,1,0.1,212.55,166.58,1466.67
ORD-104625,2025-09-03,Southeast,Sofia Rodriguez,Corporate,Sports,Water Bottle,52.15,9,0.0,469.35,291.76,1400.0
ORD-108102,2025-06-20,West,Ryan Mitchell,Corporate,Sports,Dumbbells,252.4,12,0.1,2725.92,1861.82,1400.0
ORD-110042,2025-04-06,Southeast,James O'Brien,Consumer,Home & Garden,Candle Set,159.07,1,0.05,151.12,102.59,1266.67
ORD-102623,2025-12-23,Southwest,Carlos Mendez,Consumer,Electronics,Portable Charger,483.25,1,0.05,459.09,396.67,1933.33
ORD-104572,2025-04-28,Northeast,Marcus Thompson,Corporate,Office Supplies,Planner,90.51,9,0.0,814.59,498.52,1266.67
ORD-101689,2025-10-12,Southeast,Sofia Rodriguez,Small Business,Electronics,Wireless Headphones,815.24,3,0.0,2445.72,1930.2,1466.67
ORD-111045,2025-10-04,Southeast,Sofia Rodriguez,Consumer,Home & Garden,Throw Blanket,191.74,5,0.0,958.7,602.15,1466.67
ORD-100231,2025-07-02,West,Chen Wei,Consumer,Sports,Dumbbells,109.24,2,0.0,218.48,155.89,1333.33
ORD-100179,2025-03-28,West,Chen Wei,Corporate,Electronics,Smart Watch,327.7,7,0.1,2064.51,1730.85,1200.0
ORD-100737,2025-11-16,West,Chen Wei,Consumer,Electronics,Webcam,299.67,1,0.05,284.69,233.81,1733.33
ORD-111607,2025-03-06,West,Ryan Mitchell,Corporate,Home & Garden,Candle Set,25.4,3,0.0,76.2,43.62,1200.0
ORD-108613,2025-02-23,Northeast,Priya Sharma,Corporate,Electronics,Tablet,78.62,16,0.2,1006.34,1029.61,1066.67
ORD-109609,2025-10-10,Southeast,Sofia Rodriguez,Consumer,Electronics,Bluetooth Speaker,319.54,3,0.0,958.62,870.08,1466.67
ORD-107492,2025-05-04,West,Chen Wei,Consumer,Apparel,Baseball Cap,104.74,3,0.0,314.22,169.09,1333.33
ORD-106077,2025-08-15,Southwest,Kwame Asante,Corporate,Apparel,Sunglasses,170.79,15,0.05,2433.76,1211.14,1266.67
ORD-107507,2025-05-12,Northeast,Marcus Thompson,Consumer,Apparel,Winter Jacket,71.78,5,0.0,358.9,200.03,1333.33
ORD-108326,2025-02-05,Northeast,Priya Sharma,Small Business,Home & Garden,Plant Pot Set,304.55,9,0.05,2603.9,1596.43,1066.67
ORD-101321,2025-03-13,Midwest,David Kim,Small Business,Apparel,Baseball Cap,78.97,7,0.05,525.15,331.03,1200.0
ORD-101995,2025-09-05,Southwest,Carlos Mendez,Consumer,Apparel,Sunglasses,138.28,4,0.0,553.12,310.23,1400.0
ORD-106227,2025-12-26,West,Ryan Mitchell,Corporate,Sports,Jump Rope,208.62,15,0.1,2816.37,2334.55,1933.33
ORD-105362,2025-08-22,West,Ryan Mitchell,Consumer,Home & Garden,Throw Blanket,376.33,1,0.1,338.7,216.17,1266.67
ORD-106032,2025-11-28,Northeast,Marcus Thompson,Consumer,Sports,Jump Rope,256.3,4,0.0,1025.2,815.51,1733.33
ORD-100800,2025-10-23,Southeast,James O'Brien,Consumer,Electronics,Wireless Headphones,142.04,3,0.0,426.12,388.29,1466.67
ORD-109152,2025-03-15,Southeast,James O'Brien,Corporate,Home & Garden,Throw Blanket,39.69,12,0.05,452.47,319.38,1200.0
ORD-102086,2025-02-01,West,Ryan Mitchell,Consumer,Electronics,Tablet,764.29,2,0.0,1528.58,1303.45,1066.67
ORD-107228,2025-12-13,Southeast,Sofia Rodriguez,Corporate,Sports,Dumbbells,22.25,6,0.1,120.15,93.07,1933.33
ORD-100069,2025-12-21,Northeast,Marcus Thompson,Consumer,Sports,Jump Rope,142.09,2,0.0,284.18,175.52,1933.33
ORD-109242,2025-10-14,Southeast,Sofia Rodriguez,Small Business,Electronics,Portable Charger,618.32,2,0.0,1236.64,1056.31,1466.67
ORD-108192,2025-05-02,West,Ryan Mitchell,Consumer,Sports,Foam Roller,99.37,4,0.0,397.48,267.83,1333.33
ORD-101680,2025-05-12,West,Chen Wei,Consumer,Apparel,Sunglasses,34.43,4,0.0,137.72,84.19,1333.33
ORD-100377,2025-01-23,West,Chen Wei,Consumer,Home & Garden,Tool Kit,397.29,2,0.15,675.39,534.22,1133.33
ORD-101469,2025-11-05,Southwest,Kwame Asante,Small Business,Sports,Dumbbells,116.52,2,0.05,221.39,171.68,1733.33
ORD-102603,2025-05-14,Northeast,Marcus Thompson,Corporate,Apparel,Joggers,156.78,10,0.0,1567.8,637.96,1333.33
ORD-104181,2025-09-07,West,Chen Wei,Corporate,Apparel,  Winter Jacket  ,65.67,1,0.05,62.39,41.94,1400.0
ORD-106174,2025-07-16,West,Chen Wei,Consumer,Apparel,Baseball Cap,132.18,1,0.0,132.18,60.36,1333.33
ORD-104505,2025-05-25,Northeast,Priya Sharma,Consumer,Electronics,Webcam,932.23,4,0.0,3728.92,3030.61,1333.33
ORD-104230,2025-10-04,Northeast,Marcus Thompson,Small Business,Apparel,Polo Shirt,108.1,3,0.0,324.3,150.95,1466.67
ORD-103091,2025-12-13,Midwest,Aisha Patel,Small Business,Electronics,Bluetooth Speaker,395.34,10,0.0,3953.4,3322.6,1933.33
ORD-102726,2025-01-23,Southeast,James O'Brien,Consumer,Electronics,Tablet,616.61,5,0.1,2774.75,2476.99,1133.33
ORD-100477,2025-08-04,Southeast,Sofia Rodriguez,Consumer,Electronics,Smart Watch,835.03,1,0.0,835.03,693.89,1266.67
ORD-101329,2025-07-15,Southeast,Sofia Rodriguez,Consumer,Electronics,Portable Charger,228.86,5,0.0,1144.3,1016.04,1333.33
ORD-102283,2025-01-23,Northeast,Marcus Thompson,Consumer,Electronics,Webcam,727.11,3,0.0,2181.33,1958.97,1133.33
ORD-103732,2025-06-27,Midwest,Aisha Patel,Consumer,Sports,Resistance Bands,315.88,1,0.0,315.88,216.17,1400.0
ORD-111648,2025-01-01,West,Ryan Mitchell,Corporate,Electronics,Smart Watch,252.36,11,0.0,2775.96,2505.35,1133.33
ORD-100751,2025-12-06,Midwest,David Kim,Corporate,Sports,Jump Rope,149.84,21,0.1,2831.98,1927.14,1933.33
ORD-106417,2025-12-02,West,Ryan Mitchell,Consumer,Electronics,Tablet,350.19,4,0.15,1190.65,1234.87,1933.33
ORD-111834,2025-08-02,Northeast,Priya Sharma,Small Business,Home & Garden,Tool Kit,305.84,6,0.05,1743.29,1191.06,1266.67
ORD-100873,2025-06-19,Southeast,Sofia Rodriguez,Consumer,Electronics,Wireless Headphones,359.37,1,0.0,359.37,329.35,1400.0
ORD-105816,2025-02-21,West,Ryan Mitchell,Consumer,Sports,Foam Roller,43.4,4,0.0,173.6,132.47,1066.67
ORD-109934,2025-05-15,Southeast,Sofia Rodriguez,Small Business,Office Supplies,Whiteboard,27.68,5,0.0,138.4,93.52,1333.33
ORD-107562,2025-02-25,Southwest,Kwame Asante,Consumer,Office Supplies,Desk Organizer,45.01,3,0.0,135.03,94.12,1066.67
ORD-104564,2025-04-07,Southeast,Sofia Rodriguez,Consumer,Home & Garden,Plant Pot Set,326.03,1,0.1,293.43,208.1,1266.67
ORD-101545,2025-07-15,West,Chen Wei,Small Business,Office Supplies,Whiteboard,39.77,2,0.1,71.59,43.31,1333.33
ORD-100739,2025-06-08,Northeast,Marcus Thompson,Small Business,Office Supplies,Pen Set,27.4,8,0.1,197.28,135.39,1400.0
ORD-110338,2025-05-12,West,Chen Wei,Consumer,Home & Garden,Plant Pot Set,303.67,4,0.05,1153.95,864.56,1333.33
ORD-102683,2025-06-04,West,Chen Wei,Consumer,Electronics,Webcam,139.84,2,0.0,279.68,251.69,1400.0
ORD-109271,2025-07-23,West,Chen Wei,Corporate,Sports,Resistance Bands,62.67,13,0.05,773.97,577.23,1333.33
ORD-108935,2025-09-11,West,Chen Wei,Consumer,Apparel,Baseball Cap,122.33,5,0.05,581.07,311.95,1400.0
ORD-105121,2025-12-01,Southwest,Kwame Asante,Small Business,Apparel,Joggers,168.11,7,0.0,1176.77,634.98,1933.33
ORD-107881,2025-07-26,Southeast,Sofia Rodriguez,Small Business,Home & Garden,Tool Kit,14.83,5,0.0,74.15,45.63,1333.33
ORD-103518,2025-02-19,Northeast,Priya Sharma,Consumer,Apparel,Winter Jacket,121.48,5,0.0,607.4,336.76,1066.67
ORD-108097,2025-03-13,Midwest,David Kim,Small Business,Office Supplies,Pen Set,29.1,1,0.0,29.1,17.58,1200.0
ORD-102354,2025-10-20,West,Chen Wei,Small Business,Office Supplies,Ergonomic Mouse,142.31,10,0.05,1351.94,920.97,1466.67
ORD-110194,2025-04-24,Midwest,Aisha Patel,Consumer,Apparel,Winter Jacket,155.24,2,0.0,310.48,148.84,1266.67
ORD-105623,2025-10-08,Northeast,Priya Sharma,Consumer,Sports,Jump Rope,315.0,1,0.0,315.0,204.17,1466.67
ORD-100773,2025-06-27,West,Chen Wei,Consumer,Apparel,Joggers,44.32,1,0.0,44.32,26.26,1400.0
ORD-111225,2025-06-13,West,Ryan Mitchell,Consumer,Home & Garden,Tool Kit,27.19,1,0.0,27.19,16.81,1400.0
ORD-110988,2025-11-12,Northeast,Marcus Thompson,Small Business,Apparel,Polo Shirt,114.48,2,0.0,228.96,116.01,1733.33
ORD-109607,2025-07-06,Southwest,Emily Nakamura,Corporate,Home & Garden,Tool Kit,25.93,4,0.2,82.98,59.0,1333.33
ORD-100641,2025-05-22,Northeast,Marcus Thompson,Small Business,Apparel,Winter Jacket,61.35,5,0.05,291.41,177.56,1333.33
ORD-106187,2025-05-26,Midwest,David Kim,Small Business,Sports,Dumbbells,107.73,10,0.05,1023.44,843.36,1333.33
